usuario,plataformas,n_msgs,n_palabras,tema_dominante,tema_pct,sub_dominante,sub_pct,n_temas_distintos,n_subs_distintos
YouTube::@jesaiasmunoz9683,YouTube,1,3,T07,66.7,T07_S7,33.3,2,2
YouTube::@jessicanavit,YouTube,1,9,T07,33.3,T24_S0,11.1,5,7
YouTube::@jessieflores2153,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@jesus6387,YouTube,1,1,T07,100.0,T07_S3,100.0,1,1
YouTube::@jinkazama9287,YouTube,1,7,T07,28.6,T13_S3,14.3,6,6
YouTube::@jml5809,YouTube,1,4,T07,50.0,T01_S3,25.0,3,4
YouTube::@jmsauza1,YouTube,1,1,T18,100.0,T18_S1,100.0,1,1
YouTube::@jonathanalejandrolazarocha3814,YouTube,1,1,T15,100.0,,0.0,1,0
YouTube::@jorgealbertoherrera3778,YouTube,1,12,T20,33.3,T20_S0,25.0,7,8
YouTube::@jorgealbertosantiagogonzal6997,YouTube,1,5,T00,40.0,T13_S1,20.0,4,4
YouTube::@jorgehernandezmartinez331,YouTube,1,3,T24,33.3,T24_S0,33.3,3,3
YouTube::@jorgevazquez8595,YouTube,1,8,T00,25.0,T00_S1,25.0,5,5
YouTube::@joseabarca6755,YouTube,2,12,T14,16.7,T20_S0,16.7,9,10
YouTube::@josecarreno7780,YouTube,1,13,T20,30.8,T20_S0,30.8,7,7
YouTube::@josedejesuagonzalez7271,YouTube,1,5,T11,60.0,T11_S4,60.0,3,3
YouTube::@josefaguzman1645,YouTube,1,5,T07,60.0,T07_S1,60.0,3,3
YouTube::@josemandujano7626,YouTube,1,10,T15,20.0,T15_S3,20.0,9,9
YouTube::@josemarin1819,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@juancarlosac1,YouTube,1,2,T12,50.0,T12_S2,50.0,2,2
YouTube::@juancaz1z,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@juandiaz2155,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@juandrew47,YouTube,1,2,T09,50.0,T09_S1,50.0,2,2
YouTube::@juanmanuelgalvez2111,YouTube,1,1,T07,100.0,T07_S6,100.0,1,1
YouTube::@juanmanuelpadillahernandez3161,YouTube,1,6,T24,33.3,T24_S2,33.3,5,4
YouTube::@juanplascencia6094,YouTube,1,1,T10,100.0,T10_S0,100.0,1,1
YouTube::@juanviflo,YouTube,1,1,T04,100.0,T04_S1,100.0,1,1
YouTube::@juliorios1593,YouTube,1,4,T15,50.0,T15_S3,25.0,3,3
YouTube::@karenchic4860,YouTube,1,18,T00,16.7,T02_S0,11.1,11,13
YouTube::@karinacaballerorodriguez6945,YouTube,1,3,T00,33.3,T00_S1,33.3,3,3
YouTube::@karinamelchor2207,YouTube,1,4,T11,25.0,T11_S4,25.0,4,3
YouTube::@karlal.685,YouTube,1,2,T17,50.0,T17_S2,50.0,2,2
YouTube::@karydelangel9488,YouTube,1,2,T24,50.0,T24_S0,50.0,2,2
YouTube::@katherineatencio6189,YouTube,1,3,T07,66.7,T01_S3,33.3,2,3
YouTube::@kike241080,YouTube,1,2,T10,50.0,T10_S0,50.0,2,1
YouTube::@kimberlyestefaniasosarojas8498,YouTube,1,6,T05,33.3,T05_S2,33.3,5,4
YouTube::@kolegamurcielago1014,YouTube,1,4,T20,25.0,T20_S0,25.0,4,4
YouTube::@kovoz7918,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@lamore35,YouTube,1,4,T07,50.0,T07_S7,25.0,3,4
YouTube::@latuna8395,YouTube,1,10,T24,30.0,T24_S2,30.0,6,6
YouTube::@laurariv2038,YouTube,1,2,T25,50.0,T25_S2,50.0,2,2
YouTube::@laylatov3941,YouTube,2,10,T25,30.0,T20_S1,20.0,6,6
YouTube::@leiarivera7135,YouTube,1,2,T17,50.0,T17_S2,50.0,2,2
YouTube::@leonornegrete8684,YouTube,1,2,T00,50.0,T09_S1,50.0,2,1
YouTube::@letyalicia277,YouTube,1,2,T18,50.0,T18_S1,50.0,2,2
YouTube::@ligiaestrada9504,YouTube,1,2,T11,50.0,T11_S0,50.0,2,2
YouTube::@liznunez9364,YouTube,2,0,,0.0,,0.0,0,0
YouTube::@lizzieguez,YouTube,2,24,T07,29.2,T00_S1,16.7,12,19
YouTube::@locochon4847,YouTube,1,5,T07,20.0,T07_S6,20.0,5,5
YouTube::@lombrizdoberman,YouTube,1,4,T07,25.0,T07_S5,25.0,4,4
YouTube::@lordyaco5202,YouTube,1,10,T07,30.0,T07_S1,20.0,7,6
YouTube::@lorenzobrito9537,YouTube,1,1,T20,100.0,T20_S1,100.0,1,1
YouTube::@losjuguetesfamosos9491,YouTube,2,7,T15,28.6,T15_S3,14.3,5,6
YouTube::@lourdesgr7663,YouTube,1,5,T07,40.0,T07_S5,20.0,4,4
YouTube::@lourdespenaloza3885,YouTube,1,12,T20,25.0,T20_S0,25.0,7,6
YouTube::@lourdessilvaruiz8642,YouTube,1,26,T15,23.1,T15_S0,15.4,13,17
YouTube::@lucerodiaz7706,YouTube,1,2,T25,50.0,T25_S0,50.0,2,2
YouTube::@lucialeguizamon590,YouTube,1,10,T00,50.0,T07_S1,20.0,4,6
YouTube::@luciamontealegre3859,YouTube,1,18,T15,16.7,T10_S0,11.1,10,12
YouTube::@luis8237,YouTube,1,3,T23,33.3,T23_S0,33.3,3,3
YouTube::@luisameliacapistran5055,YouTube,1,3,T10,33.3,T10_S0,33.3,3,3
YouTube::@luisfavela5709,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@lupitaortizgarcia7364,YouTube,1,7,T07,42.9,T07_S7,28.6,4,4
YouTube::@lupitasolorio8586,YouTube,1,1,T15,100.0,T15_S0,100.0,1,1
YouTube::@luzmariaramos543,YouTube,2,4,T17,25.0,T17_S4,25.0,4,3
YouTube::@luzmilacaicedo6866,YouTube,1,1,T25,100.0,T25_S3,100.0,1,1
YouTube::@luztorresruiz7480,YouTube,1,1,T15,100.0,,0.0,1,0
YouTube::@ma.dejesustovarvenegas6884,YouTube,1,2,T10,100.0,T10_S0,100.0,1,1
YouTube::@maelenacarreon1194,YouTube,1,2,T00,50.0,T00_S1,50.0,2,2
YouTube::@magdalenabeltran6265,YouTube,1,2,T07,50.0,T07_S1,50.0,2,1
YouTube::@mamarodriguez9122,YouTube,1,10,T07,30.0,T13_S1,10.0,8,10
YouTube::@manuelgutierrez4859,YouTube,1,2,T09,50.0,T09_S1,50.0,2,2
YouTube::@manuelmoralesleal6075,YouTube,1,3,T25,33.3,T25_S2,33.3,3,3
YouTube::@mar1257-j7n,YouTube,1,6,T09,33.3,T11_S4,16.7,5,6
YouTube::@marciavillacres4841,YouTube,2,3,T22,33.3,T22_S0,33.3,3,3
YouTube::@marcoantoniomandujanocruz,YouTube,1,3,T17,33.3,T17_S2,33.3,3,3
YouTube::@marcopolozuniga7298,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@marcosgutierrez5419,YouTube,1,1,T20,100.0,T20_S0,100.0,1,1
YouTube::@margaritamendoza5191,YouTube,1,7,T10,28.6,T10_S0,28.6,5,6
YouTube::@margaritamendozamartinez4829,YouTube,1,6,T13,33.3,T13_S1,33.3,5,5
YouTube::@margaritaquiroz8245,YouTube,1,5,T10,40.0,T20_S0,20.0,4,4
YouTube::@margaritazasocoteco8457,YouTube,1,12,T17,16.7,T17_S2,16.7,9,10
YouTube::@maria.67,YouTube,2,8,T07,37.5,T00_S1,25.0,5,5
YouTube::@mariadelpilarhernandezsanc5836,YouTube,1,6,T24,33.3,T24_S0,33.3,5,4
YouTube::@mariadelrefugiohernandezro772,YouTube,1,10,T07,30.0,T07_S1,30.0,7,7
YouTube::@mariadelsocorrorangel3725,YouTube,1,6,T07,50.0,T07_S6,33.3,4,5
YouTube::@mariaedithrangelreyes4273,YouTube,1,4,T09,25.0,T09_S1,25.0,4,4
YouTube::@mariaelenagovea5709,YouTube,1,2,T13,50.0,T13_S1,50.0,2,2
YouTube::@mariaeugeniabrena,YouTube,1,8,T07,25.0,T00_S1,25.0,5,7
YouTube::@mariafernandezortiz9753,YouTube,1,2,T12,50.0,T12_S2,50.0,2,2
YouTube::@mariaflorinaguanajuato8999,YouTube,1,6,T17,16.7,T17_S2,16.7,6,5
YouTube::@mariaguadalupemontes2624,YouTube,1,2,T20,50.0,T20_S0,50.0,2,1
YouTube::@mariahstjhon8714,YouTube,2,1,T05,100.0,T05_S2,100.0,1,1
YouTube::@marianacabrera1486,YouTube,2,11,T17,27.3,T03_S0,18.2,7,7
YouTube::@marianamontalvo7530,YouTube,2,60,T00,20.0,T13_S1,10.0,19,28
YouTube::@mariaolmos3345,YouTube,1,3,T00,66.7,T00_S1,66.7,2,2
YouTube::@mariasalinas6298,YouTube,1,5,T15,40.0,T15_S0,40.0,3,3
YouTube::@mariateresarosas3268,YouTube,1,22,T25,18.2,T25_S2,18.2,10,12
YouTube::@maribelramirez5590,YouTube,1,3,T00,33.3,T11_S1,33.3,3,2
YouTube::@maricruzquijas,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@marielaromero9787,YouTube,1,4,T00,50.0,T07_S5,25.0,3,2
YouTube::@mariest-johndelacroix2505,YouTube,1,3,T10,66.7,T10_S3,33.3,2,1
YouTube::@mariluroman5709,YouTube,2,13,T00,23.1,T17_S2,15.4,10,10
YouTube::@marinaperez8785,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@marioalbertolopezsegura9555,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@marioalmazan2906,YouTube,1,3,T12,33.3,T12_S2,33.3,3,3
YouTube::@marita6697,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@marleneherediahidalgo8847,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@marthaflores3364,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@martharaquelramirezcelesti1660,YouTube,1,9,T07,33.3,T07_S1,22.2,7,8
YouTube::@marthaverduzco8467,YouTube,2,14,T00,21.4,T15_S3,14.3,11,11
YouTube::@marthazamora3156,YouTube,1,3,T07,66.7,T07_S1,66.7,2,2
YouTube::@martinarios1353,YouTube,1,1,T07,100.0,T07_S1,100.0,1,1
YouTube::@martinfierro9707,YouTube,1,2,T17,50.0,T10_S3,50.0,2,1
YouTube::@maruperez5931,YouTube,1,1,T07,100.0,T07_S1,100.0,1,1
YouTube::@marytejeda533,YouTube,2,2,T07,100.0,T07_S1,100.0,1,1
YouTube::@mauriciovaldes9007,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@maximusmixed,YouTube,1,3,T20,33.3,T20_S2,33.3,3,3
YouTube::@mayrasugeymarnavarro3768,YouTube,1,1,T24,100.0,T24_S0,100.0,1,1
YouTube::@mex4cegarcia948,YouTube,1,5,T07,40.0,T07_S6,40.0,4,3
YouTube::@miatomberry1423,YouTube,1,1,T07,100.0,T07_S7,100.0,1,1
YouTube::@milk-u9u,YouTube,1,1,T12,100.0,T12_S2,100.0,1,1
YouTube::@miriammartinez4530,YouTube,1,16,T07,37.5,T11_S0,12.5,9,12
YouTube::@misaelalonso2382,YouTube,1,10,T07,50.0,T07_S6,30.0,5,7
YouTube::@miss.mely28,YouTube,1,3,T00,66.7,T07_S1,33.3,2,1
YouTube::@moncerratssancheznieto2125,YouTube,1,2,T12,50.0,T12_S2,50.0,2,2
YouTube::@montserratlozano3710,YouTube,1,2,T07,50.0,T07_S1,50.0,2,2
YouTube::@moritamora167,YouTube,1,6,T00,33.3,T00_S1,33.3,5,5
YouTube::@mrjv173,YouTube,1,1,T00,100.0,T00_S2,100.0,1,1
YouTube::@mufasawapa7310,YouTube,1,3,T22,33.3,T22_S0,33.3,3,3
YouTube::@mundomagicodekate,YouTube,1,3,T24,33.3,T24_S2,33.3,3,3
YouTube::@myriamjannethtapiaamezcua2141,YouTube,1,37,T15,13.5,T17_S2,8.1,15,21
YouTube::@mzaleta7850,YouTube,1,5,T00,40.0,T11_S4,20.0,4,3
YouTube::@nancycemeterygirl5176,YouTube,1,4,T07,25.0,T07_S7,25.0,4,4
YouTube::@nataliacastaneda2758,YouTube,1,7,T10,28.6,T10_S0,28.6,5,4
YouTube::@nenadelgado2117,YouTube,2,4,T00,50.0,T00_S1,50.0,3,3
YouTube::@nicoSaucedoEsparza,YouTube,3,10,T10,50.0,T10_S0,50.0,4,5
YouTube::@nicolasalbarran421,YouTube,1,2,T03,100.0,T03_S1,100.0,1,1
YouTube::@ninamoonlight4897,YouTube,1,10,T00,20.0,T18_S0,10.0,8,9
YouTube::@noeliagonzalez6639,YouTube,1,7,T10,28.6,T10_S4,28.6,5,5
YouTube::@normal1665,YouTube,1,1,T24,100.0,T24_S2,100.0,1,1
YouTube::@normandgarza1260,YouTube,1,3,T14,33.3,T14_S2,33.3,3,3
YouTube::@nubygp7839,YouTube,1,4,T07,25.0,T07_S5,25.0,4,4
YouTube::@olgasantos315,YouTube,1,1,T15,100.0,,0.0,1,0
YouTube::@omaralmada5849,YouTube,1,7,T07,28.6,T02_S0,14.3,6,5
YouTube::@ootilootil9062,YouTube,2,11,T07,36.4,T07_S1,27.3,7,8
YouTube::@orlandohernansacacajancko4624,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@oscarhoracioc.n7726,YouTube,1,2,T17,50.0,T17_S2,50.0,2,2
YouTube::@oscarhuerta3637,YouTube,1,9,T07,33.3,T20_S0,22.2,5,7
YouTube::@oscarneri2647,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@p.m7910,YouTube,2,8,T00,25.0,T13_S1,12.5,7,7
YouTube::@pablobaltodano1982,YouTube,1,1,T07,100.0,T07_S1,100.0,1,1
YouTube::@pacotorreando,YouTube,1,4,T11,25.0,T11_S0,25.0,4,4
YouTube::@pammatie3494,YouTube,1,3,T07,33.3,T07_S7,33.3,3,2
YouTube::@panchovilla1135,YouTube,1,1,T00,100.0,,0.0,1,0
YouTube::@paolabeltrans,YouTube,1,3,T00,33.3,T07_S3,33.3,3,2
YouTube::@paolac.7266,YouTube,1,7,T07,57.1,T15_S3,14.3,4,7
YouTube::@paolarodas7417,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@paolocesareograneto5777,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@pastelito33,YouTube,1,3,T07,66.7,T07_S2,66.7,2,1
YouTube::@patriciaponce3989,YouTube,1,10,T07,30.0,T07_S5,30.0,6,6
YouTube::@pattoronto8594,YouTube,1,7,T07,42.9,T07_S6,28.6,4,5
YouTube::@pilardavalos1176,YouTube,1,2,T00,50.0,T11_S4,50.0,2,1
YouTube::@pilarflores9869,YouTube,1,4,T10,25.0,T07_S5,25.0,4,3
YouTube::@pilargomez5520,YouTube,1,9,T25,22.2,T25_S2,22.2,7,6
YouTube::@piranaazul,YouTube,1,3,T07,33.3,T07_S1,33.3,3,3
YouTube::@portoneseconomicoscdjuarez1848,YouTube,1,1,T07,100.0,T07_S1,100.0,1,1
YouTube::@pradakaran4013,YouTube,1,1,T11,100.0,T11_S0,100.0,1,1
YouTube::@psicolandia5027,YouTube,1,2,T22,50.0,T22_S0,50.0,2,2
YouTube::@puchaine_89,YouTube,1,9,T07,22.2,T10_S0,11.1,8,8
YouTube::@rafaraflex2305,YouTube,2,0,,0.0,,0.0,0,0
YouTube::@ramirezpcmusica,YouTube,1,14,T10,28.6,T00_S2,7.1,9,11
YouTube::@rauldorantesloeza3694,YouTube,1,5,T07,40.0,T07_S7,40.0,4,4
YouTube::@rayon67689,YouTube,1,1,T24,100.0,T24_S3,100.0,1,1
YouTube::@rebecaLM4318,YouTube,2,15,T07,53.3,T07_S3,33.3,7,10
YouTube::@rebecarodriguez8849,YouTube,1,3,T14,33.3,T14_S0,33.3,3,3
YouTube::@renevalencia2260,YouTube,2,5,T07,40.0,T07_S2,20.0,4,4
YouTube::@repa77777,YouTube,2,2,T15,50.0,T15_S1,50.0,2,2
YouTube::@researchera1654,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@reymicroc,YouTube,1,1,T20,100.0,T20_S0,100.0,1,1
YouTube::@reynaacevedojuana2852,YouTube,1,5,T11,20.0,T11_S4,20.0,5,4
YouTube::@reystarkbanner207,YouTube,1,4,T02,50.0,T02_S0,50.0,3,3
YouTube::@rgdoozim71,YouTube,1,1,T18,100.0,T18_S1,100.0,1,1
YouTube::@ricardoarchivaldo5144,YouTube,1,4,T10,25.0,T10_S3,25.0,4,4
YouTube::@ritavillarreal4356,YouTube,1,1,T09,100.0,T09_S4,100.0,1,1
YouTube::@rocioa6081,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@rociotrabanco854,YouTube,1,4,T20,50.0,T20_S0,50.0,3,3
YouTube::@rodolforosales8347,YouTube,1,1,T10,100.0,T10_S3,100.0,1,1
YouTube::@rogeliolopez5651,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@rojoazul1687,YouTube,1,9,T07,44.4,T11_S4,22.2,5,7
YouTube::@rosaanahernandezgalan1961,YouTube,1,3,T21,33.3,T21_S1,33.3,3,3
YouTube::@rosadelcarmen2947,YouTube,1,1,T10,100.0,T10_S1,100.0,1,1
YouTube::@rosalbacastellanos3845,YouTube,1,12,T09,25.0,T09_S1,16.7,8,9
YouTube::@rosalbamendoza6326,YouTube,1,1,T07,100.0,T07_S7,100.0,1,1
YouTube::@rosslo5340,YouTube,1,2,T07,50.0,T07_S1,50.0,2,2
YouTube::@rubenmendez5538,YouTube,2,4,T05,25.0,T05_S0,25.0,4,4
YouTube::@ruthgomez3960,YouTube,2,3,T17,33.3,T17_S2,33.3,3,3
YouTube::@salas254,YouTube,1,2,T09,50.0,T09_S4,50.0,2,2
YouTube::@samiamendoza2332,YouTube,1,9,T00,22.2,T00_S1,22.2,7,7
YouTube::@sandraramones3863,YouTube,1,6,T20,33.3,T20_S0,33.3,5,5
YouTube::@saraibanezcastillo6090,YouTube,1,5,T11,20.0,T11_S4,20.0,5,5
YouTube::@saullunajr1219,YouTube,1,5,T24,40.0,T07_S2,20.0,4,5
YouTube::@sbg-r2c,YouTube,2,7,T07,28.6,T25_S0,14.3,6,7
YouTube::@seberusscumplido6963,YouTube,1,1,T07,100.0,T07_S5,100.0,1,1
YouTube::@seferinaxd4138,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@selesel681,YouTube,1,2,T24,50.0,T24_S2,50.0,2,2
YouTube::@señor-minuto,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@shalom7732,YouTube,1,6,T07,16.7,T07_S3,16.7,6,6
YouTube::@shinok938,YouTube,1,3,T07,100.0,T07_S2,66.7,1,2
YouTube::@silgs8038,YouTube,1,1,T13,100.0,T13_S1,100.0,1,1
YouTube::@silviasilvia2684,YouTube,1,5,T17,20.0,T17_S2,20.0,5,5
YouTube::@soniae6029,YouTube,1,1,T07,100.0,T07_S5,100.0,1,1
YouTube::@soniaperales540,YouTube,1,4,T14,25.0,T14_S0,25.0,4,4
YouTube::@spicysith9627,YouTube,1,6,T23,33.3,T09_S1,16.7,5,4
YouTube::@ssoyluz20,YouTube,1,18,T21,16.7,T21_S1,11.1,12,15
YouTube::@storres1368,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@superspeeddraw,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@susanaedithguzmanjuarez774,YouTube,1,2,T25,50.0,T25_S2,50.0,2,2
YouTube::@tatianagarcia6278-b5o,YouTube,1,2,T07,50.0,T07_S1,50.0,2,2
YouTube::@teculeo_,YouTube,1,10,T20,20.0,T01_S3,10.0,8,8
YouTube::@teresacastillo1099,YouTube,1,2,T12,50.0,T12_S0,50.0,2,2
YouTube::@teresitacancela7956,YouTube,1,7,T07,28.6,T07_S6,14.3,6,7
YouTube::@thefrankkogames2868,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@thepantherpink7142,YouTube,1,5,T11,20.0,T11_S4,20.0,5,4
YouTube::@toctocgreen,YouTube,1,7,T17,42.9,T17_S2,42.9,5,5
YouTube::@toursequilibrium1427,YouTube,1,1,T11,100.0,T11_S0,100.0,1,1
YouTube::@universalanillodfuego5765,YouTube,1,2,T20,50.0,T20_S0,50.0,2,2
YouTube::@unvatoenmoto5988,YouTube,1,1,T24,100.0,T24_S0,100.0,1,1
YouTube::@user-bv9sz8ls6t,YouTube,1,1,T13,100.0,T13_S1,100.0,1,1
YouTube::@user-qy3my1bp4w,YouTube,1,4,T20,25.0,T20_S0,25.0,4,4
YouTube::@user-sd7qn6of7n,YouTube,1,1,T22,100.0,T22_S1,100.0,1,1
YouTube::@vaci5358,YouTube,1,3,T17,33.3,T17_S2,33.3,3,2
YouTube::@vainillaantares1741,YouTube,1,2,T13,50.0,T13_S1,50.0,2,2
YouTube::@valentinaanselmocuellar354,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@valentinasanchezsierra869,YouTube,2,7,T14,28.6,T14_S0,28.6,4,4
YouTube::@valeriabecerra1682,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@veronicacopal8166,YouTube,1,11,T07,36.4,T07_S5,18.2,6,9
YouTube::@veronicamorales2894,YouTube,1,6,T01,16.7,T01_S2,16.7,6,6
YouTube::@vianeyd713,YouTube,1,4,T17,25.0,T17_S2,25.0,4,4
YouTube::@victoralfonsosoto6634,YouTube,1,1,T20,100.0,T20_S0,100.0,1,1
YouTube::@victoralmazan3733,YouTube,1,2,T07,50.0,T07_S3,50.0,2,2
YouTube::@victorcastro-le3mb,YouTube,2,4,T24,50.0,T24_S1,25.0,3,4
YouTube::@viollet-vg,YouTube,1,4,T07,25.0,T07_S6,25.0,4,4
YouTube::@virginiaayala5358,YouTube,4,4,T07,50.0,T07_S6,25.0,3,4
YouTube::@virgo8736,YouTube,1,3,T13,33.3,T13_S0,33.3,3,3
YouTube::@weirdscience-s3l,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@wendygonzalez4896,YouTube,2,1,T00,100.0,T00_S1,100.0,1,1
YouTube::@willygarces9181,YouTube,1,2,T00,50.0,T00_S1,50.0,2,2
YouTube::@xXGRYMMXx97,YouTube,1,9,T07,22.2,T04_S1,11.1,8,7
YouTube::@xavierzuniga6610,YouTube,1,5,T07,60.0,T07_S2,20.0,3,5
YouTube::@xena7857,YouTube,1,11,T12,18.2,T12_S0,18.2,8,7
YouTube::@yadiraalvarez7220,YouTube,1,3,T07,33.3,T07_S2,33.3,3,2
YouTube::@ycml5388,YouTube,1,3,T10,33.3,T10_S0,33.3,3,3
YouTube::@yeseniasegundo2659,YouTube,1,2,T01,100.0,T01_S2,50.0,1,2
YouTube::@yherrera7040,YouTube,2,7,T07,28.6,T10_S0,28.6,5,5
YouTube::@yogag4413,YouTube,1,3,T09,33.3,T09_S2,33.3,3,3
YouTube::@yolandamurillo4369,YouTube,1,0,,0.0,,0.0,0,0
YouTube::@yumasterperez2730,YouTube,1,4,T11,25.0,T11_S0,25.0,4,4
YouTube::@yves21,YouTube,2,3,T08,33.3,T08_S1,33.3,3,3
YouTube::@zenaidacastillo5422,YouTube,1,3,T07,66.7,T07_S1,66.7,2,2
YouTube::@ziraortsac6815,YouTube,1,4,T14,50.0,T14_S2,50.0,3,3
YouTube::@zitlallidelrio1567,YouTube,1,5,T12,40.0,T24_S2,20.0,4,4
YouTube::@zoilaaltamirano23,YouTube,1,2,T25,50.0,T25_S2,50.0,2,2
